Player,MLB_ID,Year,Max_EV,Avg_EV,Hard_Hit_Pct,Barrel_Pct,PA,AVG,OBP,SLG,OPS,wRC_Plus
"Austin, Tyler",592122,2018,112.9,89.0,44.1,15.8,268.0,0.23,0.287,0.48,0.767,104.0
"Avila, Alex",488671,2018,110.1,89.7,46.2,12.3,234.0,0.165,0.299,0.304,0.603,67.0
"Bader, Harrison",664056,2018,113.6,87.1,30.8,6.9,427.0,0.264,0.334,0.422,0.756,107.0
"Barnes, Austin",605131,2018,108.1,87.6,31.5,3.7,238.0,0.205,0.329,0.29,0.619,77.0
"Barnhart, Tucker",571466,2018,106.6,87.1,30.3,3.5,522.0,0.248,0.328,0.372,0.699,88.0
"Bauers, Jake",641343,2018,110.0,87.6,31.3,7.0,388.0,0.201,0.316,0.384,0.7,97.0
"Bautista, José",430832,2018,111.9,90.8,43.2,7.9,399.0,0.203,0.348,0.378,0.727,106.0
"Beckham, Tim",542921,2018,111.2,87.1,35.3,5.9,402.0,0.23,0.287,0.374,0.661,80.0
"Bell, Josh",605137,2018,115.6,90.2,39.3,7.0,583.0,0.261,0.357,0.411,0.768,111.0
"Bellinger, Cody",641355,2018,112.9,89.8,38.9,8.6,632.0,0.26,0.343,0.47,0.814,120.0
"Belt, Brandon",474832,2018,107.6,87.0,31.6,10.5,456.0,0.253,0.342,0.414,0.756,107.0
"Beltré, Adrian",134181,2018,109.2,88.7,37.4,6.4,481.0,0.273,0.328,0.434,0.763,97.0
"Benintendi, Andrew",643217,2018,109.5,88.6,33.7,6.4,661.0,0.29,0.366,0.465,0.83,123.0
"Betts, Mookie",605141,2018,110.6,92.2,50.6,14.1,614.0,0.346,0.438,0.64,1.078,185.0
"Bird, Greg",595885,2018,107.9,87.9,33.3,10.6,311.0,0.199,0.286,0.386,0.672,82.0
"Blackmon, Charlie",453568,2018,110.4,87.5,35.2,6.5,696.0,0.291,0.358,0.502,0.86,117.0
"Blanco, Grégor",453923,2018,106.7,84.6,23.5,3.8,203.0,0.217,0.262,0.317,0.58,58.0
"Bogaerts, Xander",593428,2018,111.9,90.6,41.8,9.8,580.0,0.288,0.36,0.522,0.883,133.0
"Bonifacio, Jorge",593528,2018,106.6,85.9,28.7,7.7,270.0,0.225,0.312,0.36,0.672,83.0
"Bote, David",623520,2018,114.0,93.5,53.2,11.0,210.0,0.239,0.319,0.408,0.727,96.0
"Bour, Justin",571506,2018,115.5,88.9,39.1,10.3,501.0,0.227,0.341,0.404,0.746,107.0
"Bradley Jr., Jackie",598265,2018,112.4,92.2,50.1,10.3,535.0,0.234,0.314,0.403,0.717,90.0
"Brantley, Michael",488726,2018,108.6,90.2,38.4,3.5,631.0,0.309,0.364,0.468,0.832,125.0
"Braun, Ryan",460075,2018,116.3,92.3,49.5,10.8,447.0,0.254,0.313,0.469,0.782,106.0
"Bregman, Alex",608324,2018,107.6,89.4,39.9,7.6,705.0,0.286,0.394,0.532,0.926,157.0
"Brinson, Lewis",621446,2018,113.6,89.5,39.2,8.7,406.0,0.199,0.24,0.338,0.577,56.0
"Bruce, Jay",457803,2018,109.0,88.4,34.8,9.0,361.0,0.223,0.31,0.37,0.68,88.0
"Bryant, Kris",592178,2018,110.2,85.8,33.5,9.1,457.0,0.272,0.374,0.46,0.834,126.0
"Butera, Drew",460077,2018,103.7,86.5,26.2,1.6,,,,,,
"Báez, Javier",595879,2018,113.7,90.6,43.3,12.6,645.0,0.29,0.326,0.554,0.881,131.0
"Cabrera, Asdrúbal",452678,2018,108.3,90.1,39.6,7.2,592.0,0.262,0.316,0.458,0.774,111.0
"Cabrera, Melky",466320,2018,108.6,90.7,41.7,2.3,278.0,0.28,0.335,0.42,0.755,103.0
"Cabrera, Miguel",408234,2018,114.4,94.4,54.6,4.6,,,,,,
"Cain, Lorenzo",456715,2018,112.4,89.1,40.5,3.4,620.0,0.308,0.395,0.417,0.813,125.0
"Calhoun, Kole",594777,2018,109.4,90.4,43.1,9.3,552.0,0.208,0.283,0.369,0.652,77.0
"Camargo, Johan",622666,2018,109.6,88.0,33.7,5.0,524.0,0.272,0.349,0.457,0.806,115.0
"Candelario, Jeimer",600869,2018,112.7,87.1,33.6,6.0,619.0,0.224,0.317,0.393,0.71,93.0
"Canha, Mark",592192,2018,108.5,87.0,34.8,9.0,411.0,0.249,0.328,0.449,0.778,115.0
"Canó, Robinson",429664,2018,113.4,93.0,51.5,8.3,348.0,0.303,0.374,0.471,0.845,135.0
"Caratini, Victor",605170,2018,112.9,88.8,37.3,3.5,200.0,0.232,0.293,0.304,0.597,65.0
"Carpenter, Matt",572761,2018,109.4,90.7,44.7,13.7,677.0,0.257,0.374,0.523,0.897,140.0
"Casali, Curt",592200,2018,106.6,86.9,30.9,4.5,,,,,,
"Castellanos, Nick",592206,2018,110.3,89.6,40.7,11.2,678.0,0.298,0.354,0.5,0.854,129.0
"Castillo, Welington",456078,2018,108.5,90.4,46.8,9.7,,,,,,
"Castro, Starlin",516770,2018,109.3,88.5,36.2,6.9,647.0,0.278,0.329,0.4,0.729,101.0
"Cave, Jake",595909,2018,111.4,89.2,38.2,14.5,309.0,0.265,0.313,0.473,0.786,109.0
"Cervelli, Francisco",465041,2018,110.2,88.8,39.8,8.3,404.0,0.259,0.378,0.431,0.809,124.0
"Chapman, Matt",656305,2018,115.3,93.1,47.8,8.9,616.0,0.278,0.356,0.508,0.864,139.0
"Chirinos, Robinson",455139,2018,107.3,88.0,39.6,10.8,426.0,0.222,0.338,0.419,0.757,102.0
"Choi, Ji Man",596847,2018,109.4,90.3,43.1,11.7,221.0,0.263,0.357,0.505,0.863,136.0
"Choo, Shin-Soo",425783,2018,109.5,89.3,40.5,11.1,665.0,0.264,0.377,0.434,0.81,117.0
"Conforto, Michael",624424,2018,112.4,88.1,37.8,9.5,638.0,0.243,0.35,0.448,0.797,119.0
"Contreras, Willson",575929,2018,114.1,88.2,33.3,7.3,544.0,0.249,0.339,0.39,0.73,101.0
"Correa, Carlos",621043,2018,112.8,88.2,33.4,7.0,468.0,0.239,0.323,0.405,0.728,101.0
"Cozart, Zack",446359,2018,107.0,85.6,27.7,2.2,253.0,0.219,0.296,0.362,0.658,81.0
"Crawford, Brandon",543063,2018,108.8,87.5,33.3,3.6,594.0,0.254,0.325,0.394,0.719,93.0
"Cron, C.J.",543068,2018,114.4,88.0,36.6,12.2,560.0,0.253,0.323,0.493,0.816,124.0
"Cruz, Nelson",443558,2018,117.0,93.9,51.7,13.8,591.0,0.256,0.342,0.509,0.85,133.0
"Cuevas, Noel",571595,2018,109.3,86.4,27.0,1.6,,,,,,
"Culberson, Charlie",518586,2018,108.2,85.2,30.7,5.2,322.0,0.27,0.326,0.466,0.792,107.0
"Dahl, David",621311,2018,106.6,88.7,38.8,9.3,271.0,0.273,0.325,0.534,0.859,111.0
"Davidson, Matt",571602,2018,115.1,90.0,42.3,12.1,496.0,0.228,0.319,0.419,0.738,104.0
"Davis, Chris",448801,2018,111.8,89.3,40.1,10.3,522.0,0.168,0.243,0.296,0.539,46.0
"Davis, Khris",501981,2018,112.8,92.5,48.1,17.2,654.0,0.247,0.326,0.549,0.874,136.0
"Davis, Rajai",434658,2018,104.4,84.2,27.0,1.3,216.0,0.224,0.278,0.281,0.559,51.0
"DeJong, Paul",657557,2018,110.4,89.3,40.3,9.1,490.0,0.241,0.313,0.433,0.746,103.0
"DeShields, Delino",592261,2018,106.3,84.3,14.0,1.1,393.0,0.216,0.31,0.281,0.591,59.0
"Delmonico, Nicky",547170,2018,109.3,86.8,34.6,5.9,318.0,0.215,0.296,0.373,0.669,84.0
"Descalso, Daniel",518614,2018,105.5,89.0,35.2,10.2,423.0,0.238,0.353,0.436,0.789,112.0
"Desmond, Ian",435622,2018,112.0,90.1,43.2,7.0,619.0,0.236,0.307,0.422,0.729,82.0
"Devers, Rafael",646240,2018,116.3,90.9,42.0,9.1,490.0,0.24,0.298,0.433,0.731,90.0
"Dickerson, Corey",572816,2018,111.4,87.9,32.4,6.1,533.0,0.3,0.33,0.474,0.804,114.0
"Dietrich, Derek",518618,2018,111.0,87.4,37.8,6.1,551.0,0.265,0.33,0.421,0.751,109.0
"Difo, Wilmer",594694,2018,104.2,83.1,19.0,2.4,456.0,0.23,0.298,0.35,0.649,71.0
"Donaldson, Josh",518626,2018,115.5,90.2,41.4,10.4,219.0,0.246,0.352,0.449,0.801,117.0
"Dozier, Brian",572821,2018,104.8,86.8,29.4,6.3,632.0,0.215,0.305,0.391,0.696,90.0
"Dozier, Hunter",641531,2018,112.9,89.5,40.2,10.6,388.0,0.229,0.278,0.395,0.673,79.0
"Duda, Lucas",446263,2018,114.1,89.5,36.7,10.0,367.0,0.241,0.313,0.418,0.731,96.0
"Duffy, Matt",622110,2018,104.9,86.8,28.1,1.2,560.0,0.294,0.361,0.366,0.727,107.0
"Duvall, Adam",594807,2018,109.6,89.0,41.6,10.4,427.0,0.195,0.274,0.365,0.639,69.0
"Dyson, Jarrod",502481,2018,106.9,85.3,19.3,1.7,237.0,0.189,0.282,0.257,0.539,48.0
"Díaz, Aledmys",649557,2018,112.9,89.1,39.6,7.4,452.0,0.263,0.303,0.453,0.756,101.0
"Díaz, Elias",553869,2018,112.2,89.6,40.5,6.5,277.0,0.286,0.339,0.452,0.792,114.0
"Eaton, Adam",594809,2018,109.4,87.7,30.4,3.1,370.0,0.301,0.394,0.411,0.805,123.0
"Ellis, A.J.",454560,2018,106.8,90.4,39.5,4.2,,,,,,
"Encarnación, Edwin",429665,2018,112.2,89.9,41.4,11.2,579.0,0.246,0.336,0.474,0.81,116.0
"Engel, Adam",641553,2018,113.4,87.0,32.5,2.6,463.0,0.235,0.279,0.336,0.614,68.0
"Ervin, Phillip",640447,2018,106.9,85.9,34.6,4.3,247.0,0.252,0.324,0.404,0.728,94.0
"Escobar, Alcides",444876,2018,105.5,84.6,21.5,2.1,531.0,0.231,0.279,0.313,0.593,59.0
"Escobar, Eduardo",500871,2018,108.8,86.5,27.6,8.3,631.0,0.272,0.334,0.489,0.824,117.0
"Fernández, José Miguel",628336,2018,106.9,85.4,36.6,3.0,,,,,,
"Field, Johnny",608654,2018,105.3,86.7,30.5,5.3,233.0,0.222,0.254,0.403,0.657,78.0
"Flaherty, Ryan",475247,2018,106.7,87.8,28.1,2.5,,,,,,
"Fletcher, David",664058,2018,103.7,84.0,20.4,0.4,307.0,0.275,0.316,0.363,0.678,86.0
"Flores, Wilmer",527038,2018,108.5,86.3,27.1,2.8,429.0,0.267,0.319,0.417,0.736,102.0
"Flowers, Tyler",452095,2018,110.5,90.0,44.6,6.8,296.0,0.227,0.341,0.359,0.7,94.0
"Forsythe, Logan",523253,2018,106.1,87.3,29.8,1.0,416.0,0.232,0.313,0.291,0.604,71.0
"Fowler, Dexter",451594,2018,107.5,85.3,28.0,3.2,334.0,0.18,0.278,0.298,0.576,63.0
"Fowler, Dustin",641583,2018,108.6,88.4,40.4,4.1,203.0,0.224,0.256,0.354,0.61,67.0
"Franco, Maikel",596748,2018,114.5,88.0,34.1,6.4,465.0,0.27,0.314,0.467,0.78,105.0
"Frazier, Adam",624428,2018,105.5,88.0,31.5,4.1,352.0,0.277,0.342,0.456,0.798,116.0
"Frazier, Todd",453943,2018,114.1,89.5,37.1,6.9,472.0,0.213,0.303,0.39,0.693,92.0
"Freeman, Freddie",518692,2018,109.6,89.1,39.8,9.3,707.0,0.309,0.388,0.505,0.892,136.0
"Freese, David",501896,2018,110.9,90.3,45.0,9.0,312.0,0.296,0.359,0.471,0.83,125.0
"Gallo, Joey",608336,2018,117.5,94.3,49.5,22.5,577.0,0.206,0.312,0.498,0.81,108.0
"Galvis, Freddy",520471,2018,105.8,88.6,28.9,3.9,656.0,0.248,0.299,0.38,0.68,85.0
"Gamel, Ben",592325,2018,109.1,88.7,33.5,3.0,293.0,0.272,0.358,0.37,0.728,107.0
"Garcia, Greg",594824,2018,105.8,84.3,25.2,2.7,208.0,0.221,0.309,0.304,0.613,73.0
"García, Avisaíl",541645,2018,116.7,90.3,43.2,11.6,385.0,0.236,0.281,0.438,0.719,92.0
"García, Leury",544725,2018,108.8,88.0,31.6,2.6,275.0,0.271,0.303,0.376,0.679,86.0
"Gardner, Brett",458731,2018,110.1,88.0,32.9,2.8,609.0,0.236,0.322,0.368,0.69,91.0
"Garver, Mitch",641598,2018,111.0,89.0,38.8,5.6,335.0,0.268,0.335,0.414,0.749,104.0
"Gattis, Evan",594828,2018,111.8,87.6,34.4,7.6,451.0,0.226,0.284,0.452,0.736,99.0
"Gennett, Scooter",571697,2018,108.5,87.3,32.3,5.8,638.0,0.31,0.357,0.49,0.847,125.0
"Gentry, Craig",502226,2018,101.4,83.9,21.4,1.6,,,,,,
"Goldschmidt, Paul",502671,2018,112.9,90.8,44.0,13.6,690.0,0.29,0.389,0.533,0.922,145.0
"Gomes, Yan",543228,2018,109.1,88.9,38.7,8.4,435.0,0.266,0.313,0.449,0.762,102.0
"Gonzalez, Marwin",503556,2018,110.1,89.1,41.5,6.8,552.0,0.247,0.324,0.409,0.733,104.0
"González, Adrián",408236,2018,108.1,88.9,38.0,6.6,,,,,,
"González, Carlos",471865,2018,118.3,89.7,39.1,6.2,504.0,0.276,0.329,0.467,0.796,98.0
"González, Erik",570481,2018,111.5,89.7,43.0,2.9,,,,,,
"Goodrum, Niko",592348,2018,110.7,88.0,35.4,8.0,492.0,0.245,0.315,0.432,0.747,101.0
"Goodwin, Brian",571718,2018,110.8,88.6,38.5,8.7,,,,,,
"Gordon, Alex",460086,2018,109.0,88.5,39.7,6.8,568.0,0.245,0.324,0.37,0.694,89.0
"Grandal, Yasmani",518735,2018,111.0,88.9,40.4,11.6,518.0,0.241,0.349,0.466,0.815,125.0
"Granderson, Curtis",434158,2018,108.3,88.7,34.3,6.3,403.0,0.242,0.351,0.431,0.782,115.0
"Gregorius, Didi",544369,2018,109.4,87.0,30.8,4.7,569.0,0.268,0.335,0.494,0.829,122.0
"Grichuk, Randal",545341,2018,114.1,90.7,43.4,14.4,462.0,0.245,0.301,0.502,0.803,114.0
"Grossman, Robbie",543257,2018,108.6,87.1,28.4,2.2,465.0,0.273,0.367,0.384,0.751,109.0
"Gurriel Jr., Lourdes",666971,2018,110.7,91.1,45.6,7.8,263.0,0.281,0.309,0.446,0.755,102.0
"Gurriel, Yuli",493329,2018,107.9,89.3,36.6,1.9,573.0,0.291,0.323,0.428,0.751,107.0
"Guyer, Brandon",446386,2018,105.4,85.4,31.3,4.8,221.0,0.206,0.3,0.371,0.671,83.0
"Guzmán, Ronald",608597,2018,111.3,86.6,33.1,6.4,428.0,0.235,0.306,0.416,0.722,87.0
"Gyorko, Jedd",576397,2018,107.7,87.3,31.7,7.6,402.0,0.262,0.346,0.416,0.762,111.0
"Gómez, Carlos",460576,2018,113.1,87.1,29.3,5.0,408.0,0.208,0.298,0.336,0.634,81.0
"Hamilton, Billy",571740,2018,101.9,80.5,8.5,0.5,556.0,0.236,0.299,0.327,0.626,68.0
"Haniger, Mitch",571745,2018,112.8,90.2,43.2,10.3,683.0,0.285,0.366,0.493,0.859,137.0
"Hanson, Alen",593700,2018,107.7,84.1,21.9,3.9,310.0,0.252,0.274,0.425,0.699,87.0
"Happ, Ian",664023,2018,110.5,90.0,40.5,12.2,462.0,0.233,0.353,0.408,0.761,106.0
"Harper, Bryce",547180,2018,115.1,91.0,45.4,11.5,695.0,0.249,0.393,0.496,0.889,135.0
"Harrison, Josh",543281,2018,105.1,85.9,26.1,3.9,374.0,0.25,0.293,0.363,0.656,77.0
"Healy, Ryon",592387,2018,112.0,89.6,41.6,7.1,524.0,0.235,0.277,0.412,0.688,89.0
"Hechavarría, Adeiny",588751,2018,105.9,87.2,33.6,2.4,321.0,0.247,0.279,0.345,0.624,68.0
"Hedges, Austin",595978,2018,108.2,85.6,29.9,6.5,326.0,0.231,0.282,0.429,0.711,90.0
"Heredia, Guillermo",628338,2018,105.7,86.4,26.9,2.8,337.0,0.236,0.318,0.342,0.661,88.0
"Hernández, César",514917,2018,109.4,85.7,28.5,4.2,708.0,0.253,0.356,0.362,0.718,100.0
"Hernández, Enrique",571771,2018,110.4,89.1,37.0,7.2,462.0,0.256,0.336,0.47,0.806,118.0
"Hernández, Gorkys",491676,2018,108.5,87.5,35.8,7.5,451.0,0.234,0.285,0.391,0.676,83.0
"Hernández, Teoscar",606192,2018,112.2,91.9,46.2,15.5,523.0,0.239,0.302,0.468,0.771,106.0
"Herrera, Odúbel",546318,2018,114.7,86.7,31.9,4.9,597.0,0.255,0.31,0.42,0.73,96.0
"Herrera, Rosell",594011,2018,112.0,87.3,32.6,2.2,302.0,0.234,0.286,0.317,0.602,62.0
"Heyward, Jason",518792,2018,110.7,88.3,38.8,2.9,489.0,0.27,0.335,0.395,0.731,100.0
"Hicks, Aaron",543305,2018,110.0,89.7,43.0,8.8,581.0,0.248,0.366,0.467,0.833,129.0
"Hicks, John",543308,2018,111.2,87.9,34.5,5.8,312.0,0.26,0.312,0.403,0.715,93.0
"Holaday, Bryan",592407,2018,103.1,83.6,17.6,0.8,,,,,,
"Holt, Brock",571788,2018,105.9,87.9,30.8,3.6,367.0,0.277,0.362,0.411,0.774,110.0
"Hoskins, Rhys",656555,2018,112.0,88.9,39.2,11.4,660.0,0.246,0.354,0.496,0.85,128.0
"Hosmer, Eric",543333,2018,112.2,88.7,38.2,5.9,677.0,0.253,0.322,0.398,0.72,95.0
"Hundley, Nick",460026,2018,109.2,88.9,39.6,6.6,305.0,0.241,0.298,0.408,0.706,91.0
"Iannetta, Chris",455104,2018,114.5,92.0,43.7,9.3,360.0,0.224,0.345,0.385,0.73,85.0
"Iglesias, Jose",578428,2018,106.5,84.8,22.6,1.3,464.0,0.269,0.31,0.389,0.699,89.0
"Inciarte, Ender",542255,2018,105.0,84.9,18.7,1.5,660.0,0.265,0.325,0.38,0.705,90.0
"Jackson, Austin",457706,2018,108.6,87.0,32.4,2.8,375.0,0.245,0.299,0.326,0.624,73.0
"Jankowski, Travis",608671,2018,104.3,85.6,19.3,0.7,387.0,0.259,0.332,0.346,0.678,91.0
"Jay, Jon",445055,2018,105.0,85.1,21.4,1.8,586.0,0.268,0.33,0.347,0.678,86.0
"Jones, Adam",430945,2018,108.1,88.3,33.1,4.9,613.0,0.281,0.313,0.419,0.732,98.0
"Jones, JaCoby",592444,2018,112.3,88.8,35.5,5.9,467.0,0.207,0.266,0.364,0.63,68.0
"Joseph, Caleb",543376,2018,105.0,85.1,29.4,1.5,280.0,0.219,0.254,0.321,0.575,54.0
"Joyce, Matt",459964,2018,107.9,87.4,31.8,7.0,246.0,0.208,0.322,0.353,0.675,91.0
"Judge, Aaron",592450,2018,119.9,94.7,54.1,16.2,498.0,0.278,0.392,0.528,0.919,150.0
"Kemp, Matt",461314,2018,111.4,89.6,39.1,11.0,506.0,0.29,0.338,0.481,0.818,122.0
"Kemp, Tony",643393,2018,100.2,84.1,17.7,0.5,295.0,0.263,0.351,0.392,0.743,110.0
"Kendrick, Howie",435062,2018,109.6,90.2,44.4,4.8,,,,,,
"Kepler, Max",596146,2018,112.7,89.5,38.2,6.6,611.0,0.224,0.319,0.408,0.727,98.0
"Kiermaier, Kevin",595281,2018,110.2,86.0,29.0,4.5,367.0,0.217,0.282,0.37,0.653,79.0
"Kiner-Falefa, Isiah",643396,2018,107.9,84.9,23.7,0.7,396.0,0.261,0.325,0.357,0.682,79.0
"Kingery, Scott",664068,2018,109.1,86.2,31.7,5.4,484.0,0.226,0.267,0.338,0.605,61.0
"Kinsler, Ian",435079,2018,106.1,85.3,26.2,3.1,534.0,0.24,0.301,0.38,0.681,86.0
"Kipnis, Jason",543401,2018,107.4,86.9,31.6,6.6,601.0,0.23,0.315,0.389,0.704,91.0
"Knapp, Andrew",595284,2018,105.0,88.4,39.5,8.8,215.0,0.198,0.294,0.316,0.61,68.0
"Kratz, Erik",456124,2018,109.1,89.8,39.2,4.8,219.0,0.236,0.28,0.355,0.634,71.0
"La Stella, Tommy",600303,2018,103.9,86.0,24.6,1.4,,,,,,
"LaMarre, Ryan",534606,2018,108.9,87.8,33.9,3.5,,,,,,
"Lamb, Jake",571875,2018,108.4,88.2,37.9,6.2,238.0,0.222,0.307,0.348,0.655,78.0
"Laureano, Ramón",657656,2018,111.9,89.8,41.7,11.1,,,,,,
"LeMahieu, DJ",518934,2018,109.3,91.3,43.2,5.2,581.0,0.276,0.321,0.428,0.749,87.0
"León, Sandy",506702,2018,106.7,84.7,25.8,4.6,288.0,0.177,0.232,0.279,0.511,34.0
"Lindor, Francisco",596019,2018,114.5,90.6,41.0,9.3,745.0,0.277,0.352,0.519,0.871,132.0
"Longoria, Evan",446334,2018,110.4,88.5,37.2,7.6,512.0,0.244,0.281,0.413,0.694,86.0
"Lowrie, Jed",476704,2018,108.0,89.2,37.9,5.3,680.0,0.267,0.353,0.448,0.801,124.0
"Lucroy, Jonathan",518960,2018,106.6,86.9,27.5,2.2,454.0,0.241,0.291,0.325,0.617,72.0
"Machado, Dixon",553988,2018,106.6,85.7,25.7,3.4,233.0,0.206,0.263,0.29,0.553,48.0
"Machado, Manny",592518,2018,114.8,91.6,48.2,11.3,709.0,0.297,0.367,0.538,0.905,141.0
"Mahtook, Mikie",543484,2018,109.3,87.9,35.0,6.3,250.0,0.202,0.276,0.359,0.635,70.0
"Maile, Luke",571912,2018,109.9,89.3,43.1,5.1,231.0,0.248,0.333,0.366,0.7,94.0
"Maldonado, Martín",455117,2018,108.9,85.7,26.5,5.0,404.0,0.225,0.276,0.351,0.627,72.0
"Mancini, Trey",641820,2018,115.0,89.9,42.9,11.8,636.0,0.242,0.299,0.416,0.715,93.0
"Margot, Manuel",622534,2018,112.9,89.4,37.0,3.3,519.0,0.245,0.292,0.384,0.675,81.0
"Marisnick, Jake",545350,2018,111.7,86.7,31.3,8.4,235.0,0.211,0.275,0.399,0.674,85.0
"Markakis, Nick",455976,2018,109.3,90.6,41.6,3.1,705.0,0.297,0.366,0.44,0.806,114.0
"Marte, Jefry",527043,2018,114.2,88.2,36.6,4.6,209.0,0.216,0.273,0.371,0.644,75.0
"Marte, Ketel",606466,2018,115.1,88.8,36.9,5.0,580.0,0.26,0.332,0.437,0.768,105.0
"Marte, Starling",516782,2018,112.0,88.4,38.8,7.5,606.0,0.277,0.327,0.46,0.787,112.0
"Martin, Leonys",547982,2018,112.9,89.1,38.7,10.7,353.0,0.255,0.323,0.425,0.747,101.0
"Martin, Russell",431145,2018,108.7,90.6,43.0,6.3,352.0,0.194,0.338,0.325,0.663,90.0
"Martinez, J.D.",502110,2018,116.7,93.0,52.7,16.0,649.0,0.33,0.402,0.629,1.031,170.0
"Martinez, Victor",400121,2018,107.6,87.8,30.6,4.7,508.0,0.251,0.297,0.353,0.651,73.0
"Martini, Nick",605361,2018,107.2,88.0,40.2,2.6,,,,,,
"Martínez, José A.",500874,2018,113.8,91.0,44.6,9.4,590.0,0.305,0.364,0.457,0.821,127.0
"Mathis, Jeff",425772,2018,108.2,87.6,34.1,3.0,218.0,0.2,0.272,0.272,0.544,47.0
"Mauer, Joe",408045,2018,107.6,91.1,44.3,5.0,543.0,0.282,0.351,0.379,0.729,100.0
"Maybin, Cameron",457727,2018,111.0,86.7,33.1,4.1,384.0,0.249,0.326,0.336,0.662,88.0
"Mazara, Nomar",608577,2018,117.1,90.5,43.4,8.5,536.0,0.258,0.317,0.436,0.753,95.0
"McCann, Brian",435263,2018,104.5,86.3,26.5,3.3,216.0,0.212,0.301,0.339,0.64,82.0
"McCann, James",543510,2018,111.4,87.8,37.4,5.1,457.0,0.22,0.267,0.314,0.581,56.0
"McCutchen, Andrew",457705,2018,110.9,90.0,41.9,8.4,682.0,0.255,0.368,0.424,0.792,121.0
"McMahon, Ryan",641857,2018,110.1,89.3,44.1,5.1,202.0,0.232,0.307,0.376,0.683,69.0
"McNeil, Jeff",643446,2018,105.6,86.6,28.9,2.4,248.0,0.329,0.381,0.471,0.852,136.0
"Meadows, Austin",640457,2018,108.6,88.2,39.3,6.4,,,,,,
"Mercer, Jordy",474568,2018,110.1,87.6,31.8,4.8,436.0,0.251,0.315,0.381,0.696,85.0
"Merrifield, Whit",593160,2018,106.4,87.0,31.2,4.6,707.0,0.304,0.367,0.438,0.806,119.0
"Mesoraco, Devin",519023,2018,109.0,86.6,28.5,6.2,274.0,0.221,0.303,0.398,0.7,91.0
"Miller, Brad",543543,2018,112.0,91.1,49.0,10.7,254.0,0.248,0.311,0.413,0.724,98.0
"Molina, Yadier",425877,2018,107.2,88.2,33.8,5.5,503.0,0.261,0.314,0.436,0.75,105.0
"Moncada, Yoán",660162,2018,113.1,91.0,44.2,9.6,650.0,0.235,0.315,0.4,0.714,97.0
"Mondesi, Adalberto",609275,2018,108.4,90.0,36.6,10.4,291.0,0.276,0.306,0.498,0.804,113.0
"Morales, Kendrys",434778,2018,111.6,92.3,52.6,12.1,471.0,0.249,0.331,0.438,0.769,107.0
"Moran, Colin",592567,2018,107.8,88.2,35.9,5.3,465.0,0.277,0.34,0.407,0.747,102.0
"Moreland, Mitch",519048,2018,114.3,91.0,44.8,12.1,459.0,0.245,0.325,0.433,0.758,101.0
"Morrison, Logan",489149,2018,112.6,88.7,38.2,10.9,359.0,0.186,0.276,0.368,0.644,75.0
"Moustakas, Mike",519058,2018,112.2,89.5,39.1,8.8,635.0,0.251,0.315,0.459,0.774,105.0
"Mullins, Cedric",656775,2018,108.0,89.3,28.9,3.0,,,,,,
"Muncy, Max",571970,2018,110.6,90.3,46.4,16.9,481.0,0.263,0.391,0.582,0.973,162.0
"Murphy, Daniel",502517,2018,106.9,87.6,29.0,4.8,351.0,0.299,0.336,0.454,0.79,111.0
"Murphy, John Ryan",571974,2018,107.9,87.0,31.4,10.0,223.0,0.202,0.244,0.375,0.619,61.0
"Muñoz, Yairo",622168,2018,111.2,87.4,30.4,4.0,329.0,0.276,0.35,0.413,0.763,107.0
"Myers, Wil",571976,2018,112.9,90.5,45.7,7.3,343.0,0.253,0.318,0.446,0.763,107.0
"Naquin, Tyler",571980,2018,110.5,89.0,38.9,4.5,,,,,,
"Narváez, Omar",553882,2018,102.5,85.6,25.3,2.8,322.0,0.275,0.366,0.429,0.794,122.0
"Nimmo, Brandon",607043,2018,110.9,89.9,42.1,6.5,535.0,0.263,0.404,0.483,0.886,148.0
"Núñez, Eduardo",456488,2018,110.2,88.3,35.7,3.4,502.0,0.265,0.289,0.388,0.677,78.0
"Núñez, Renato",600524,2018,111.9,89.0,36.4,8.5,261.0,0.258,0.322,0.419,0.741,101.0
"O'Hearn, Ryan",656811,2018,108.3,91.4,44.2,12.5,,,,,,
"Odor, Rougned",596059,2018,112.6,90.7,38.7,7.1,535.0,0.253,0.326,0.424,0.751,95.0
"Ohtani, Shohei",660271,2018,113.9,92.9,51.1,16.0,367.0,0.285,0.361,0.564,0.925,149.0
"Olson, Matt",621566,2018,113.3,93.3,52.2,12.2,660.0,0.247,0.335,0.453,0.788,119.0
"Ortega, Rafael",542364,2018,107.2,84.9,22.7,0.0,,,,,,
"Owings, Chris",572008,2018,107.1,87.8,33.7,5.8,309.0,0.206,0.272,0.302,0.574,52.0
"Ozuna, Marcell",542303,2018,117.2,91.5,45.1,9.7,628.0,0.28,0.325,0.433,0.758,107.0
"Palka, Daniel",594953,2018,118.4,92.3,49.0,14.4,449.0,0.24,0.294,0.484,0.778,109.0
"Panik, Joe",605412,2018,108.1,86.6,29.7,2.7,392.0,0.254,0.307,0.332,0.639,75.0
"Parra, Gerardo",467827,2018,105.5,86.8,26.6,2.7,443.0,0.284,0.342,0.372,0.714,81.0
"Pearce, Steve",456665,2018,109.0,89.3,39.2,10.8,251.0,0.284,0.378,0.512,0.89,140.0
